h3_cell,grid_lat,grid_lon,year,actual_hrs,actual_risk_label,predicted_risk_label,predicted_prob_High,predicted_prob_Low,predicted_prob_Medium,eq_count_3yr,seismic_energy_3yr,mean_depth_3yr
854ec9bbfffffff,26,142,2006,9.298970004336018,Medium,Medium,0.24465332777250517,0.06306312936711413,0.6922835428603804,9,57672977.98937581,47.33333333333334
854ec9bbfffffff,26,142,2007,9.277121254719663,Medium,Medium,0.20270538422218398,0.06451318138313802,0.7327814343946782,9,41976645.28922004,43.7
854ec9bbfffffff,26,142,2008,8.701029995663982,Medium,Medium,0.08746877844131244,0.04059897604732348,0.8719322455113643,9,23570505.6090716,37.13333333333333
854ec9bbfffffff,26,142,2009,9.402059991327963,Medium,Medium,0.09743650719477166,0.1040086734039556,0.7985548194012728,7,15608362.19800164,39.885714285714286
854ec9bbfffffff,26,142,2010,8.701029995663982,Medium,Medium,0.15970240530717494,0.0758818679376153,0.7644157267552099,6,18169397.907461014,27.71666666666667
854ec9bbfffffff,26,142,2011,9.877121254719665,Medium,Medium,0.15260773943313277,0.15750276134319932,0.689889499223668,5,13365205.58563047,22.06
854ec9bbfffffff,26,142,2012,8.50102999566398,Medium,Medium,0.18171954117668004,0.06180985245943125,0.7564706063638889,6,23590127.813681245,24.316666666666663
854ec9bbfffffff,26,142,2013,10.441392685158226,Medium,Medium,0.16728845850943103,0.11531256940482575,0.7173989720857433,4,15627984.402611287,23.65
854ec9bbfffffff,26,142,2014,11.045098040014256,High,High,0.7873653187799764,0.016843001400968557,0.1957916798190556,13,78676448.45470831,30.78923076923077
854ec9bbfffffff,26,142,2015,9.477121254719664,Medium,High,0.5497297359790391,0.0180633838686225,0.4322068801523384,17,133631628.74502426,29.97941176470588
854ec9bbfffffff,26,142,2016,9.978151250383643,Medium,Medium,0.3993110190283112,0.04526121354887132,0.5554277674228175,18,140660887.38356945,34.685
854ec9bbfffffff,26,142,2017,10.69897000433602,High,High,0.6509892493013005,0.02619611600214628,0.3228146346965531,13,101461131.437028,42.899230769230776
