grid_lat,grid_lon,year,eq_count_3yr,eq_count_1yr,mean_mag_3yr,max_mag_3yr,mean_depth_3yr,seismic_energy_3yr,seismic_energy_1yr,freq_trend,mag_trend,target_count,target_max_mag,target_energy,target_hrs,risk_label
24,124,2003,8,3,4.45,4.7,33.5,45840010.85148527,27106749.237505265,1.1538461538461535,0.2933333333333348,1,4.1,1412537.5446227526,8.50102999566398,Medium
24,124,2004,6,1,4.4,4.7,38.45,32509811.412065785,1412537.5446227526,0.3846153846153846,-0.3600000000000003,1,4.1,1412537.5446227526,8.50102999566398,Medium
24,124,2005,5,1,4.42,4.7,41.04,29931824.32675077,1412537.5446227526,0.4761904761904761,-0.4000000000000003,0,0.0,0.0,0.0,Low
24,124,2006,2,0,4.1,4.1,43.85,2825075.089245505,0.0,0.0,-0.0999999999999996,3,4.4,7799454.636799427,9.402059991327963,Medium
24,124,2007,4,3,4.2,4.4,39.675,9211992.18142218,7799454.636799427,5.0,0.1333333333333337,3,4.4,8794716.951768309,9.402059991327963,Medium
24,124,2008,6,3,4.266666666666667,4.4,41.03333333333333,16594171.588567736,8794716.951768309,1.875,0.0666666666666664,2,4.4,6799454.636799427,9.277121254719663,Medium
24,124,2009,8,2,4.2875,4.4,39.625,23393626.22536716,6799454.636799427,0.6451612903225806,0.083333333333333,1,4.2,1995262.3149688828,8.701029995663982,Medium
24,124,2010,6,1,4.3,4.4,38.75,17589433.903536618,1995262.3149688828,0.3846153846153846,-0.1199999999999992,1,4.7,11220184.543019652,9.701029995663982,Medium
24,124,2011,4,1,4.4,4.7,38.6,20014901.49478796,11220184.543019652,0.625,0.4000000000000003,2,4.9,28010624.637586918,10.277121254719663,Medium
24,124,2012,4,2,4.575,4.9,42.275,41226071.49557545,28010624.637586918,1.818181818181818,0.25,5,4.8,32410889.83872629,10.378151250383644,Medium
24,124,2013,8,5,4.525,4.9,39.7975,71641699.01933286,32410889.83872629,3.125,-0.2800000000000002,3,4.5,11017022.502061222,9.602059991327963,Medium
24,124,2014,10,3,4.449999999999999,4.9,37.756,71438536.97837442,11017022.502061222,0.8333333333333333,-0.1666666666666669,2,4.6,13566695.599146295,9.677121254719662,Medium
24,124,2015,10,2,4.42,4.8,36.196,56994607.93993381,13566695.599146295,0.4878048780487805,0.1625000000000005,3,4.7,27106749.237505265,10.002059991327963,Medium
24,124,2016,8,3,4.5,4.7,33.19625,51690467.33871278,27106749.237505265,1.1538461538461535,0.2133333333333329,3,4.3,5813645.246233332,9.202059991327962,Medium
24,124,2017,8,3,4.4375,4.7,31.495,46487090.08288489,5813645.246233332,1.1538461538461535,-0.4333333333333327,8,5.2,127466344.53939232,11.354242509439326,High
24,124,2018,14,8,4.542857142857144,5.2,29.982142857142858,160386739.02313092,127466344.53939232,2.5806451612903225,0.25,1,4.5,5623413.251903491,9.301029995663981,Medium
24,124,2019,12,1,4.516666666666667,5.2,31.38333333333333,138903403.03752914,5623413.251903491,0.1785714285714285,-0.0181818181818185,6,4.7,48888451.83840092,10.245098040014257,Medium
24,124,2020,15,6,4.613333333333333,5.2,29.19533333333333,181978209.62969676,48888451.83840092,1.3043478260869563,-0.0500000000000007,1,4.7,11220184.543019652,9.701029995663982,Medium
24,124,2021,8,1,4.5875,4.7,26.28,65732049.63332406,11220184.543019652,0.2777777777777778,0.128571428571429,3,4.6,10938544.662211688,9.802059991327962,Medium
24,124,2022,10,3,4.500000000000001,4.7,23.6196,71047181.04363225,10938544.662211688,0.8333333333333333,-0.3333333333333339,0,0.0,0.0,0.0,Low
24,124,2023,4,0,4.375,4.7,19.849,22158729.20523134,0.0,0.0,-0.375,2,4.7,22440369.086039305,9.877121254719663,Medium
24,124,2024,5,2,4.44,4.7,27.5454,33378913.748250995,22440369.086039305,1.25,0.4333333333333335,2,4.5,8441796.18316794,9.477121254719663,Medium
24,125,2002,13,1,4.623076923076924,5.8,35.64615384615385,633551172.7783276,3981071.7055349774,0.1639344262295082,-0.2416666666666662,0,0.0,0.0,0.0,Low
24,125,2003,9,0,4.633333333333334,5.8,33.86666666666667,596877571.3532584,0.0,0.0,-0.6333333333333337,1,4.6,7943282.347242805,9.50102999566398,Medium
