grid_lat,grid_lon,avg_annual_count,max_magnitude,avg_magnitude,avg_depth,avg_energy,cluster
43,143,3.4782608695652173,6.9,4.430521700521701,101.25931049313006,997834876.5909543,1
43,144,3.608695652173913,5.4,4.4144420301920295,78.2590468456664,28374295.020189364,1
43,145,7.565217391304348,7.0,4.512650066453267,61.16188743639365,2906591263.4903016,1
43,146,4.260869565217392,6.0,4.492484954677545,62.99014428876825,76397881.17519616,1
44,123,0.043478260869565216,4.8,4.104347826086957,1.3043478260869565,689083.9967222221,0
44,130,0.08695652173913043,4.4,4.065217391304348,151.10465217391302,234504.75000685785,0
44,131,0.13043478260869565,7.3,4.491304347826087,171.70434782608694,3875299707.304835,1
44,132,0.043478260869565216,4.1,4.01304347826087,63.92608695652175,61414.67585316316,0
44,133,0.0,4.2,4.017391304347826,42.55652173913043,0.0,0
44,134,0.13043478260869565,4.6,4.069565217391304,124.21304347826087,475588.89835702995,0
44,135,0.08695652173913043,4.3,4.065217391304348,94.48069565217392,209288.9237492753,0
44,136,0.08695652173913043,4.6,4.165217391304347,105.49521739130434,589856.330397665,0
44,137,0.13043478260869565,4.9,4.171739130434783,103.69130434782609,1233197.6263559689,0
44,138,0.2608695652173913,4.4,4.12463768115942,122.49384057971015,696149.8616618089,0
44,139,0.5652173913043478,5.3,4.233260869565217,163.06271014492754,2217784.4393693255,2
44,140,0.7391304347826086,5.9,4.401376811594203,194.86266304347828,37874395.477211416,2
44,141,1.3043478260869565,6.2,4.4366770186335405,202.33185766045548,97314543.46365054,2
44,142,1.0869565217391304,6.1,4.441552795031056,148.07953157349897,118732611.2817341,1
44,143,0.5217391304347826,5.3,4.394202898550724,150.95414492753625,8169060.90982648,2
44,144,0.4782608695652174,4.8,4.205797101449275,52.0875579710145,2657100.7605356346,0
44,145,1.5217391304347827,5.8,4.466171497584541,118.24482608695652,44500235.250841014,1
44,146,1.6521739130434783,5.4,4.477561641257293,107.9122886630278,21794773.294168632,1
45,124,0.6086956521739131,5.3,4.217211073950205,4.3773626904496465,10487532.836161502,0
45,125,0.2608695652173913,5.3,4.1767391304347825,3.0153260869565215,5919824.090236402,0
45,130,0.08695652173913043,6.4,4.547826086956522,152.8395652173913,194880823.44183728,1
45,134,0.08695652173913043,4.5,4.104347826086957,12.40304347826087,367034.61665947567,0
45,136,0.043478260869565216,4.4,4.052173913043478,45.88695652173914,173090.07415369467,0
45,137,0.34782608695652173,6.0,4.43840579710145,191.0250724637681,74875602.09874336,2
45,138,0.17391304347826086,5.4,4.239130434782608,155.5513043478261,393241.98791828414,2
45,139,0.21739130434782608,4.7,4.1673913043478255,114.90130434782608,913691.3693386071,0
45,140,0.0,4.2,4.008695652173913,1.434782608695652,0.0,0
45,141,0.8695652173913043,4.9,4.317391304347826,253.85687608695653,3315286.229576666,2
45,142,1.5217391304347827,5.1,4.313797446514838,197.58752812284334,7701026.163263394,2
45,143,0.4782608695652174,5.1,4.162608695652174,227.3267391304348,4021000.4191387133,2
45,144,0.17391304347826086,4.5,4.130434782608695,91.48599999999999,522479.23922005313,0
45,145,0.391304347826087,4.5,4.21304347826087,59.508550724637686,1361235.4229560322,0
45,146,0.34782608695652173,5.9,4.33840579710145,31.684057971014493,34356947.24799044,1
46,125,0.08695652173913043,4.7,4.182608695652174,2.7156521739130435,975668.2211321436,0
46,131,0.043478260869565216,4.8,4.104347826086957,1.952608695652174,689083.9967222221,0
46,142,0.8260869565217391,5.9,4.5018115942028984,250.92755072463768,40033885.02161636,2
46,143,1.5217391304347827,5.6,4.344734299516908,307.1734458937198,16909501.314586617,2
46,144,0.043478260869565216,4.2,4.0260869565217385,43.94869565217391,86750.53543342969,0
46,146,0.08695652173913043,4.7,4.104347826086957,33.26086956521739,549248.786419235,0
