grid_lat,grid_lon,avg_annual_count,max_magnitude,avg_magnitude,avg_depth,avg_energy,cluster
41,134,0.043478260869565216,4.3,4.0260869565217385,37.059217391304344,122538.38831584563,0
41,135,0.08695652173913043,4.4,4.076086956521739,83.95652173913044,295628.4624695403,0
41,136,0.13043478260869565,5.9,4.404347826086957,114.00682608695652,33567022.55791999,1
41,137,0.043478260869565216,4.0,4.0,38.28652173913043,43478.260869565216,0
41,138,0.043478260869565216,4.4,4.052173913043478,31.19608695652174,173090.07415369467,0
41,139,0.4782608695652174,5.3,4.3420289855072465,71.44628985507246,10009720.541724574,0
41,140,1.6956521739130435,5.3,4.341207729468599,141.33892801932367,12340342.900915671,2
41,141,1.7826086956521738,5.4,4.436318150448585,87.37862163561077,20187710.53357742,1
41,142,8.565217391304348,6.4,4.565497709305508,62.633964577263214,468858853.4037749,1
41,143,8.521739130434783,6.3,4.57125850080696,39.47306707437417,445314951.61369026,1
41,144,2.217391304347826,5.6,4.5001449275362315,21.98074585921325,51110217.23142921,1
41,145,3.391304347826087,6.9,4.35758135735221,24.818836620012043,1076274731.4890838,1
41,146,0.13043478260869565,4.3,4.065217391304348,8.721739130434782,306491.45248485444,0
42,124,0.08695652173913043,4.7,4.091304347826087,2.608695652173913,531312.371435637,0
42,128,0.043478260869565216,4.0,4.0,1.3043478260869565,43478.260869565216,0
42,131,0.2608695652173913,5.0,4.202173913043478,296.5710144927536,1941235.3925799695,2
42,132,0.17391304347826086,4.5,4.115217391304348,254.1836956521739,497263.4129624706,2
42,133,0.391304347826087,5.4,4.352173913043478,395.10656521739133,9836481.743418109,2
42,134,0.34782608695652173,5.8,4.5144927536231885,330.8826086956522,38240256.86481791,2
42,135,0.30434782608695654,6.3,4.563260869565218,167.50840579710143,141672147.99066988,1
42,136,0.043478260869565216,4.0,4.0,48.33,43478.260869565216,0
42,137,0.17391304347826086,4.5,4.058695652173912,121.50260869565217,436139.7004997881,0
42,138,0.5652173913043478,5.3,4.234782608695652,195.92943478260872,6963920.528382605,2
42,139,0.782608695652174,5.7,4.405238095238095,120.63720496894412,19759703.655695453,1
42,140,0.8260869565217391,5.6,4.336583850931677,139.57751604554866,17273869.154122077,2
42,141,3.0434782608695654,5.6,4.340714486378102,112.82749308595041,24862086.016855527,1
42,142,10.652173913043478,6.1,4.523683321781921,68.51594543701898,241810121.320718,1
42,143,13.782608695652174,6.7,4.532462420613104,59.99247563216315,1003642443.9427631,1
42,144,11.08695652173913,8.16,4.575344899563502,38.65785449039001,82374231824.84526,1
42,145,7.565217391304348,6.1,4.483978512665454,34.924189022795005,370746266.6319812,1
